name,place_id,city,county,address,website,phone,rating,reviews,photo_ref,heat_source,cold_plunge,dog_friendly,showers,changing_facilities,sea_view,opening_hours
Sauna Showroom – A Room Outside,ChIJGeIRSLJdW0gRXpJjpU4mJOA,Limerick,Limerick,"Unit 54, Second Floor, Eastlink Business Park, Ballysimon Rd, Monaclinoe, Limerick, V94 HA24, Ireland",https://aroomoutside.ie/pages/saunas,(061) 603 686,,,ATCDNfXrMqgjyyK1HmTJOE3n-3FbfGWpx6aNxvJI1QD4JJAqUw0sFzU83KNa82vXF1nDyikCPTaGs7yWxfGGscP3RRIvm9KTGWLxRUXlPUaqm6fLYDFjUtj0Ji_KlB0SlYrHnre2d7XuGv0A94jJNt-r4DwtFn5SE3RrNF17tpRuREdLJJmydf3Ip1u22L0zXJg-7QRROdrPIj41u6SxuhON_fJ6IswKJuuj5dY32ossKfKwhUGdE51HMUj5EPuZuWOlpTpfXrR0XTEDI7HTZfGI6u58M58fUlQMwHZYZSEOaToEyw,not listed,no,no,no,not listed,no,Monday: 9:30 AM – 5:30 PM|Tuesday: 9:30 AM – 5:30 PM|Wednesday: 9:30 AM – 5:30 PM|Thursday: 9:30 AM – 5:30 PM|Friday: 9:30 AM – 5:30 PM|Saturday: 9:30 AM – 2:00 PM|Sunday: Closed
Sauna Snug at Flynn Park,ChIJ50Q2zugZZ0gRiRNYRhzfVfM,Co. Dublin,Dublin,"Courtlough, Balbriggan, Co. Dublin, K32 N884, Ireland",http://www.saunasnug.ie/,,4.9,28,ATCDNfWPIdeUxIMzHWV2Gc4f57TT6IkHaDnylxCk-K0TIrrUEcvZ7bbwWqW0cU09Yrbbb9nj5lrcTHlkX0lVtwd5Y6pvRttr9aSiUDlrm8L2qL9M21YSIP1Rnbki9zE1j8lNjXbQ_9RdQ7lOe8Qsxh98SimkuGNRXo5DBnXGLr7gPkU_sAT-ky7Ad9ndZ7QbDA2dyWrLq2X-wqA5nw-RJ8vgY2ToHy5rceS_uu0SrJiJ_LSuwAx5wnFLMtERlNGSujyb8rt9rfxBbtQ7nbSVDOzQnrLdkdtkKGcQPxRTc0LUJ4yBTQ,wood,no,no,no,yes,no,Monday: 4:00 – 10:00 PM|Tuesday: 4:00 – 10:00 PM|Wednesday: 4:00 – 10:00 PM|Thursday: 4:00 – 10:00 PM|Friday: 8:00 AM – 10:00 PM|Saturday: 8:00 AM – 10:00 PM|Sunday: 8:00 AM – 10:00 PM
Sauna Social,ChIJ48HBtXLDQkgR_TInQWoOFsw,Coolgower,Waterford,"Tramore Rd, Coolgower, Waterford, Ireland",https://www.thesaunasocial.ie/,,5.0,50,ATCDNfWNynSrTz4FGmBi9wchIYR_uhDdsKafFIfiyq-4foPncoDiOzY2fEU2xaPowXTjFj9sWv9vEt9niSZ7F-7Ob9M6j55XYLNvIsOPvcK75pR-ODwR7SV4_DGSpv00BoNW6Gx1HXZdRPm9FgWGNe717F9DAOjf7deEGv2CrxJzMbL9HYT-Txd1LtI9mhnmd9G1mwHnkiBVGolB2yQEULAsSmKVZ15aBnYvGGjOSRs3H5g1I5PyDmft0_1Vz0QrWuu7wZMKI83kNS4VIb38JeV-hRc4OOTNpSJe4-1lSUJ5-rBgYw,not listed,no,no,no,not listed,no,Monday: 8:00 AM – 10:00 PM|Tuesday: Closed|Wednesday: 5:00 – 8:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 4:00 – 10:00 PM|Saturday: 8:00 AM – 8:00 PM|Sunday: 8:00 AM – 8:00 PM
Sauna Suaimhneas,ChIJ11mKYNubREgRAbsGg1iBfFk,Fintra More,Clare,"Unnamed Rd, Co, Fintra More, Co. Clare, Ireland",,087 635 1100,4.8,15,ATCDNfXWrMRZXG23PsAWqjiAnitCacSM4Dxrl4xSZy_j2LXzmzjl9OqUQ7MqnhgjKevs30Egrj9d5vlch76fAMGpTpIYeOdzU5_sfj47tmMaPYh19Q27zaGduoZv2Scye8rxcVM0vkUGjaCd6r8YHXEjzpFvxrUQJbK00etmiK1AohLIjjmD2o9wL1RxjN32DMG0Y-NQQRTE8F7TgCcOlA6_FktPi9fB2zU8aFA6lwXkrVFe1RH4AK3AI6sYx3HZ2xaVZdiRzHO0_-fGpaX69rhEV3mcUs7uAacN5a2yY8MJjdKooIca1pk-WXY9fPSANGpVATHwgWFb8MpBZ-yYGFOSbh2UiaRwGHoJwre8vaE7AvIHa6s-Eyo1ENkJK7-mmmW93WPXaqHp8xSf-cOzSuuyAIqp-1O58F6odqo6fayVXFPd1kF8,not listed,no,no,no,not listed,no,
Sauna Suaimhneas,ChIJk5oCN24BW0gRFAMoA66ILJo,Lahinch,Clare,"Dough, Lahinch, Co. Clare, Ireland",http://www.saunasuaimhneas.com/,086 201 6749,5.0,77,ATCDNfV9SOOqPVFWjVYvVVuRO2ePfLBXYdIF8hwi4pfSt1vmYMvBQ5dicHlxXOnrD47tnmA3giKVazrfYtW5bagjjKheO-AxpchTZmZO9er6eyiYyssY3I0OSDNF9cL4YsOXDyx_p_xXncDnHjDZBjyaq38wC634kfApYRfqnM5Vdg6yYvWhDDb6GRdGEcIbXMFlf_g3wR5ysAGggQx8zlLE77CL4nF40wkC-ePmauPwd-eRBmWed-UnjLtWWsIOPqBigJRFyCCVk01Y9egK0DZdKNINt_pyvPvorixAeaOVJ2dcwWJR72ehv5kfFz02eZ8tcrsCZ_GlOgnvlB_ysAlLNws5bTt5KqXOEABss4sfljPo9pABdkAXXTZgEzI2gpXMOSiAEb_UGcdv8pzH8dH-b8RP-PmAHMT2GFG8KIFk9jNQeQXh4GISRRryzJ2BplKi,not listed,no,no,no,not listed,no,
Sauna Sásta,ChIJZUXSRwDFXkgRrTtMUUGZDj0,Sligo,Sligo,"Dunmoran, Strand, Co. Sligo, Ireland",https://saunasasta.ie/,083 330 5897,5.0,84,ATCDNfV2IVo-2IpwUlHlDMXn6hwAU4xrEZAkE-tykPK0Z-Jk_0QAVrHb-f_SIPYzTAu7lDUTUTuHkcCIvDYluurOF-e3YcYt9lOqc6aSPFFRecbsdhBzSdNyeot2aoz3Wxy0OHquX5Z0t0NFqriyGufj0kctmU4h607Dm_kpeCmZ34QmN3w3Mh6dsaKmI7am-h7wh97PJgmoRZb_alWsBxuMuAp2hDylLRbWemIr-sM_DPmlhIc6Y6pAeLP-eJHUfvTanQQDS24jLvVdvMZEKSTe409qT7BKcExWNY7Uu3avN678ug,wood,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 12:00 – 4:00 PM|Sunday: 10:30 AM – 5:00 PM
Sauna Tree,ChIJPYkGQwB1Z0gRmvvAKHH0PJA,Dublin 24,Dublin,"Bohernabreena, Dublin 24, D24 NN5V, Ireland",http://www.saunatree.ie/,,5.0,7,ATCDNfWmXZXMLPOT0iwWim3J0TqhodJKDoM8Kn_LcE-No-d4S5OwZi-vcp2UK3VYroeKM8RtathPIcPzwepEwPnPtBjL8vNm374fP7A-Tgt8WMqwjsv2_LK1PF2zgC8SQMtsPdywi6IYmbYlPz-G8GPmBzGe5Gq5LCO8vj-IluJQMuncuAsesk2KwPFdd_mwpXzw5Ri90gdrgmXBDhQqwMDbTIXjgGIEmZK4ASMyvH-IDwOKkVtH3n2LdGwvE5cGTrlnWgH8D_FY7-fq14pgGpPiUuqSvBJRhADvrtgoVMD0wZb6kdfoMtkkD943QPDkFZ6a7ecHY1Dvze50TxoSFC-HSBEEn8e8mIXQcVwSOLyjfES1XMA1O3_O6sMWiCL6am-t0WV4yOX37Bge3n6Y09-Ymi7e6YDbTTdBC2b7s21JMPhjBg,not listed,yes,no,no,yes,no,
Sauna and Sea,ChIJGcCdh1ojYEgRr024vnLQNCg,strand,Northern Ireland,"strand, Portstewart BT55 7LY, UK",https://saunaandsea.co.uk/,,5.0,106,ATCDNfV5s3WH_dtRlyCzIzt6CpPoPrHQ6qE6eb_pfMjcjwuHqgfzvuRL5lFqfZtUrMFHNma5ATGqojWH28CZOrsKBihMek01iyBLtwUBQfC1Tdr398rrdZKeN8GblHWGiNvuG3UFMRQfe3bVzwxET7kUepxllu1G0jVIQPIDe72XtE6Z3tLHHodGbMNc2A8yEsy8H-9JXx6jccpezAoD2Y4GWnUVRJ-4MWAD2tBUZmBma7tVzM-kCfdKZvmxm3XyTVNgVkyBdtLn7DCNF1l-TVtdOCoT0zKZIkp3hyJSFFB_PHmynA,not listed,yes,no,no,yes,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 9:00 AM – 6:00 PM|Saturday: 9:00 AM – 6:00 PM|Sunday: 9:00 AM – 6:00 PM
Saunas Cork,ChIJDcPvRZhvQ0gRVbwX8bHL6Wk,Co. Cork,Cork,"Youghal Rd, Killeagh Gardens, Killeagh, Co. Cork, P36 RK30, Ireland",https://saunascork.ie/,086 196 1712,,,ATCDNfW5gKP9FpG2qFW1j9CNCMxLbZCYSaAP6fFHSB8HwVyWANkejRl9bPvt1N6_BXkauKQEHn5XvToOnn5ZuMAi6E-7JLP9ypsD2YGhsVrhQfM_kWEUBoLssM5NtvilqVeq75i63hUWWrpfs27Liryhwx-4HQdEMABuw4FTP4lrHZTbOY3feoM3FBZNTzdgqamcK5LshgpJgWp3Wwv_iJ3VJMqKOOqmKi6fl3LOdqPSXaa5ACRiPPV8ngpwsfEblquTml_mKXoJfcqNZRCp4ZvCnuqIsNmzV3Lld1zg85lHPoUKlg,not listed,no,no,no,not listed,no,Monday: 9:00 AM – 5:00 PM|Tuesday: 9:00 AM – 5:00 PM|Wednesday: 9:00 AM – 5:00 PM|Thursday: 9:00 AM – 5:00 PM|Friday: 9:00 AM – 5:00 PM|Saturday: 9:00 AM – 5:00 PM|Sunday: Closed
Saunas with Soul Carlingford,ChIJvWnvZ2vXYEgRNC-zGjE2rQY,Co. Louth,Louth,"Irish Folklore Park, Ghan Rd, Liberties Of Carlingford, Carlingford, Co. Louth, A91 X820, Ireland",https://www.saunaswithsoul.ie/,087 271 6323,5.0,136,ATCDNfXZo7UwPKuPuBWF3p4DtzfRCYj4Ud065Unvdp2ve6IL1hUOPcESnRi2VAS4mSBPjvvYBU1GqeKZoXBek6OIldeWrxtEjPTcb_RC7qytHeq4oi_L7fhhuxlcClvDBvol1gakrUNLoTNGyvxTBOB6aK-O88JIhFxC0ljULSWQOsMk953XTvRr7kgTV2dT0XhuI7HmTGxS9rTlHftgUtxrUgipM7JjSBDPmXmKFCMAh-RPnSlV_Iiiq5pQ7SncJXTaUN5fOwHIiyqQtkfSppDG4EjiLL0_0AdnrkItmSnBaT9H-A,not listed,yes,no,yes,not listed,no,
Saunas4U,ChIJLXwNlLR_XUgRu27tYj0y5ws,Newbridge,Kildare,"Rickardstown, College Farm, Newbridge, Co. Kildare, W12 X458, Ireland",https://www.saunas4u.ie/,,5.0,18,ATCDNfWYKpeAeif771nIfqBEZ1AUZrgN-CtiJPAgk0ELJubZv_hgPl92wYShO_Uxid3HFP7JiMB2l9B0qssdrBYWLIB5bMEGV11ksgrzsgV_E9SmTbSu06ZOlMxmkg5Lv7_890KYMgZyFpwz0jizmTj7zpjSDkwhqh1Rv1IF93hoN7sXIqf2Hu4v3M50EhgUD2JVQ_ski2ygE9XRmNY7-0g8CF70Af5NRwHzXui3aiVHbmTBuhTTVgw6vzK1UaJRWY9UpbVVohhnZmqfd5toOHio0sle65P9CtP9wtEqOgRkTWEQEg,not listed,yes,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: 5:00 – 10:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 5:00 – 10:00 PM|Saturday: 10:00 AM – 9:00 PM|Sunday: 10:00 AM – 9:00 PM
Saunascape,ChIJ3x_q4A95XEgRqyPLVGunIH8,Co. Galway,Galway,"10 Árd Breeda, Caherwalter, Loughrea, Co. Galway, H62 A611, Ireland",https://www.saunascape.ie/,086 383 4528,,,ATCDNfVpoGn5cA4tMs7OCQ44H5K9fjeFtC3AX_6RE_HbFhXvArB3HBJ4ZA7p5Gxb8gY81G_VlVjyPyQNN29vYDGZxM-iUm3eS8QvlMb4oDancQtxNrZknGuNWxQvpgRct0TvZDxZiFaDlml6dUI0YMIr_JQATpVUu7KmdHlV8whZroBUjoLzmUMLS_jADLRRAFRvNGBU5NNPGyg2t8ZyozY304D6XTLDF-sVOd26_lS5dG4gDcy3QTiRqf1JEtH7FMzDijlBx3Vw3_xDqY7mY6aq2kox7R9Sa2bXLStKGxu1q4gVtQ,not listed,no,no,no,not listed,no,Monday: 8:00 AM – 5:30 PM|Tuesday: 8:00 AM – 5:30 PM|Wednesday: 8:00 AM – 5:30 PM|Thursday: 8:00 AM – 5:30 PM|Friday: 8:00 AM – 5:30 PM|Saturday: Closed|Sunday: Closed
Saunos Ballsbridge,ChIJH9Q3TCMPZ0gRYgeA-a0UBY0,Dublin,Dublin,"Ailesbury Grove, Ballsbridge, Dublin, D04 HF60, Ireland",https://www.saunos.ie/,083 031 0248,4.9,32,ATCDNfWm5rDp0U0nKwgy0UkwXHzhIrclCRQ3tRp0c8xnrbkxQwEakjFH6DKcoplrfu19BNWxn-SXp9LffJ5GCud4t38orOgcg6oPm26SDQNWELq_5BziajQeBik_9Qn7hc71L9aF9PC9EhzhlpdxvaP50LZkzri0gvAZUu43iISW89giWG5eI1DCg0K3LjFXjh7EUanV1M5E0rJW_Hv4LKk5Ep4TAFdXthLjVWDulaIsmfs5sf9RKqoUb1ICPSLnV-m01bIyy1VA34XOlNSz26NRcHfo9yUOqMDeWi8hYGmtvstoyw,wood,yes,no,no,not listed,no,Monday: 5:00 – 10:00 PM|Tuesday: 5:00 – 10:00 PM|Wednesday: 5:00 – 10:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 5:00 – 10:00 PM|Saturday: 10:00 AM – 8:00 PM|Sunday: 10:00 AM – 10:00 PM
Saunos Sandycove,ChIJ2W-Qyv4HZ0gR6X9yTeB6omY,Dún Laoghaire,Dublin,"49 Sandycove Road, Dún Laoghaire, Dublin, A96 A2H2, Ireland",https://www.saunos.ie/,083 033 1975,4.8,33,ATCDNfUDhJVnZE-EjVvKswk70QsP9kxdx_aIMaJV7h3I-65G9gN9nPOLWrKopHOBIlCtcP6EUbqVvusYzS811akNaXu2dNlcJRnFg9eX0GF9RSv0MZx2ED59PXR2-TVm0KNwuhkYCAa4JItbaX_Bzi2qq5eVNTajGF_xyZanweTlPlQI7qphmic7MwSyvvGb35ByrDhV9jqiTtF46sRfmeYvJWDlunBQpgqRw5hCxPQEs0TG4pZuQpEl6Vl9g3vUMvwwQomYt2Rgbva7M60Yy9VKnjlAFMxLmX169zM0BfM7zk0nAw,not listed,yes,no,no,not listed,no,"Monday: 7:00 – 11:00 AM, 5:00 – 9:00 PM|Tuesday: 7:00 – 11:00 AM, 5:00 – 9:00 PM|Wednesday: 7:00 – 11:00 AM, 5:00 – 9:00 PM|Thursday: 7:00 – 11:00 AM, 5:00 – 9:00 PM|Friday: 7:00 AM – 9:00 PM|Saturday: 9:00 AM – 9:00 PM|Sunday: 9:00 AM – 7:00 PM"
Sea View Saunas,ChIJf5Xewos7Z0gRKdbiCAexXoM,Co. Contae na Mí,Contae na Mí,"Bóthar an Teampaill, An Inse, Co. Contae na Mí, A92 A2P8, Ireland",https://www.seaviewsaunas.net/,083 150 4700,5.0,29,ATCDNfULRIAeHrdSd0A73gugJMUG61ZTopkOvg5hv74Xtc2j00TOtHWDVA7LFnCGttLTDvr2EEXwuDfbiDDneY_LnwWIPKAeacP4-NmB2gbccmKvJSMQy0BAfAIN2j88ley9YWwADPMF6mLIXXWtYk3Lc9_Wo9nzXaQlZHiiGwXrir-xvo6aUMlSrYzN_gX94DKe7RJ_6rnuhWhasD0RGwa93yzL5OI6m7XLfTnSYHNSHwFpiF2A9dDl7mzlHkt5bLwhnmDnC2rIQSG8zUihhTrOMHfNCDeHFOt-GMxcAmCAbzVC5w,not listed,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 5:00 – 9:30 PM|Saturday: Open 24 hours|Sunday: Open 24 hours
Seawater Saunas,ChIJUcznI5GpZ0gRV_XFwYvknHQ,Wicklow,Wicklow,"Strand Rd, Bray, Co. Wicklow, A98 N8N3, Ireland",https://www.seawatersaunas.ie/,083 460 9887,4.8,69,ATCDNfUg3Xzq_p4r6oj8gf6F0EvDwQSKrqwhuKbUrg7fj4AsPQ83gPAnpskWPzOT2RhkT-xS3lgDU-7Uy-8TUTCMfXf4B3ANIfV5CnER4BCd79s22HNOdUp4WxRIVhG7zvL7yVVwK13YZKOowTBTbzpsLR1mINxkH2aVsgWJy92S9CfTSuvU8Gk5xv67JeH839dVWqHm2R4rgWK3sn4t-u63kI653CAhEUWQLLlRD9Meu-ff5pRHipKjlRl6I-5oXqYRvWnbEmDccRrdlcXNFStt3W9CJxOLEwLrBk1OcwfnX-1jbg,wood,yes,no,no,not listed,yes,Monday: 7:00 AM – 10:00 PM|Tuesday: 7:00 AM – 10:00 PM|Wednesday: 7:00 AM – 10:00 PM|Thursday: 7:00 AM – 10:00 PM|Friday: 7:00 AM – 10:00 PM|Saturday: 7:00 AM – 10:00 PM|Sunday: 7:00 AM – 10:00 PM
Secret Garden Sauna,ChIJZZ69TRw7Z0gRr_T__E6jVG4,Drogheda,Louth,"Dublin Rd, Newtown, Drogheda, Co. Louth, A92 EPH2, Ireland",https://secretgardensauna.ie/,,5.0,25,ATCDNfXORcdVLI-uijWpF0GPckpS4dMYBFU1MkdTbjJXMu-tTHg4noTJOnuCI5v0T1gHwsTPuj72yi5jjOgmDu9rWBLk4JnF21b8nF-IKA_wUR2rixabeKwQ8_I3wrPazQx0tGYv6Z4LY3u-0D6HDg-Qo3cqwJKBYk2MXqHkWlVziDj7T36goymasuOJ4WL-IfgsqQfg4vS2sPLXdUoKGld-YHnQqYrCag2hRBhghW532M9M28CdQR3icNXRXpKxV3t5wW50A4cNWocfXtp0vJl5iEKRRVEfEN88bfz2UzISSjwcBS1GitkWqDGqTyi9nPgBiGNttJQ1OUs7zg5-w7kCTs5J6hGgNidaEJcLRiJVRAzg1Zp9pyqv-oIzUVEMBSBsMyOI2kAwBtkTdwhludZHSBDJf3IWmtqt395gogEcvoh-SYJ4,not listed,yes,no,no,not listed,no,"Monday: 7:00 AM – 12:00 PM, 5:00 – 10:00 PM|Tuesday: 7:00 AM – 12:00 PM, 5:00 – 10:00 PM|Wednesday: 7:00 AM – 12:00 PM, 5:00 – 10:00 PM|Thursday: 7:00 AM – 12:00 PM, 5:00 – 10:00 PM|Friday: 7:00 AM – 12:00 PM, 5:00 – 10:00 PM|Saturday: 9:00 AM – 9:00 PM|Sunday: 9:00 AM – 9:00 PM"
Serenity Saunas,ChIJ5RnQq79fW0gRclCYCju1xLA,Castleconnell,Limerick,"Worlds End, Lacka, Castleconnell, Co. Limerick, Ireland",https://serenitysaunas.ie/,085 140 0269,4.9,35,ATCDNfX082kRIg-_u510KqXM1kL8NIr2DxHz58IxS1KeRmEUFHBMQSZojUaXzG-HeLBLfW5fqlGcOxsGN_fhOIfEyl0dShgBnXLcdYxL1uOFViVNLtqUhYY7mJjn1HT8bn-i_WIJcVeQTGr-SOuahZpQqTws68ye7YzkrvpFJK_SUUJLYYmTruk9T5G2NXkP1TJg7vqI2uwfxNQzI2bQYpE6sAY3X5qLrfHQGEWZypDxlF-7k5ShT8R_ZQiitU--9fRGzvgMOfIBThi-ZWN56BAtA9xe4TPMd8_pymmuYmgEsFm3uw,wood,no,no,no,not listed,no,Monday: 5:00 – 9:00 PM|Tuesday: 6:00 – 9:00 PM|Wednesday: 5:00 – 9:00 PM|Thursday: 6:00 – 9:00 PM|Friday: 10:00 AM – 8:00 PM|Saturday: 9:00 AM – 9:00 PM|Sunday: 9:00 AM – 9:00 PM
Serenity Saunas,ChIJCXjfYWhhW0gROyuD_vfZVEY,O'Briensbridge-Montpelier,Clare,"Main St, O'Briensbridge, O'Briensbridge-Montpelier, Co. Clare, Ireland",https://www.serenitysaunas.ie/,085 140 0269,,,ATCDNfW1uq1kMpMctaWzaorhGeYO-7o2TAX233SI5rIEE1ZMv2j-zr5fRtB6XQ0TiqHg-e7kBxcqOGyIVOo779OwRmqv7TqRVcMS8z0OiYtyv5lljGuG2pNtWMMqm5hdfRlfR5A8p2gUlc7s8eR1bThIldgrAlywcn5DvX5gOLibgh64CR1C4h7e5M34qWFnqF8Jcl9kkzvl8XqLHhxS193Dyms61OtUL5Dc92ITvwRIO1f_7o896r37xY7tOJyPT0ag4_phAqE1uekfTncn0kZAvhfxTQ9bYxkvaXbOW8JnKJkpKg,not listed,no,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 5:00 – 9:00 PM|Saturday: 9:00 AM – 1:00 PM|Sunday: 10:00 AM – 5:00 PM
Skellig Sauna @ Ballinskelligs Beach,ChIJV4-MTGiRT0gRdX1rxqUeknk,Co. Kerry,Kerry,"Ballinskelligs beach, Castlecross, Ballinskelligs, Co. Kerry, V23 YT54, Ireland",https://www.skelligsauna.ie/,,5.0,1,ATCDNfUvce1KrkGfvaQtMNJlXM3rA_1G2LskWnEJ9s15iTRjN-v098AGQ8ED6EkucQBgqzZOalV54L9ppZpaOMbRbb03cSuWPsWZS-lXa9rq2NA9Wgb7G3pEdqhWsqtWXcd8WU7nQx3D_HkjJUtShuOolAcl3lHJHUlfzaeRH_MrrsX7maJashGLqZSqhrIniH0PNXVW7r6xuN6DckEUriNjVd6J-Op_dc0hO5O_9BLelZyRk-_9uGrKIV4u-xxoq8ziSJxDFS6NWJmdnmiOcWXHSwtCmCyDvoi02kfb97EKx-MteLAiiuEKE2OTtyWIXFqP3cbV1jt1KMnTWBNtacmE5vd6a76KF3426zFwNRmNcUcogyFHSdkvormLNjI86ZyQsn0Nc2rmwiAolpwPF8UCnHwai6MHP1bsM3fmpEo9cOXk3_J3FtAPdSiL7grCj2jz,not listed,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: 3:00 – 7:00 PM|Friday: Closed|Saturday: 10:00 AM – 3:00 PM|Sunday: Closed
Skellig Sauna @ Cuas Crom Beach,ChIJYZKW5gbzT0gRBIF2HP0O9jo,Cahersiveen,Kerry,"Cuas Crom beach, Over The Water, Emlagh, Cahersiveen, Co. Kerry, Ireland",http://www.skelligsauna.ie/,,4.9,34,ATCDNfXdlVtjMFt1JapNZA9wLZ4QIaIBXTbmvVCE9eezttqlUqy82K7VUoYZ5RekJhXdmI-iPnZNC6C-A6P_ZOEI2GNvr5dhGAq7tAdgW620T5pODTwhgax4kb9Gj7A-rEMyPYUjCLXTEvkhA2Dtw--Oe-LSgyd4a2gWR1YCNeK03J9rRltL4xdVd9zXefFWRJ_o-Qtj4yYzRKnF2i8jmOgq5GzArROwz9Tiska0nEvGv_leMshhaxLr7_7ROF_Sy-axowhIwQIcEiVWRg6QkLJ22uKUBah5jDwnKWXOQbSm430l5tSuAawGKvxaNWZz7dE4eFbpnS_80ia6sUBNwkXwvS1QlA-2dUpii452O1-dNvDECteO3IPKV8J6z0087VWf-tUmhr_nzgS27imPoRb6_okjjdntFNB38Prp4cCpOcrhmkJh,wood,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 3:00 – 9:00 PM|Saturday: 10:30 AM – 2:30 PM|Sunday: 10:30 AM – 2:30 PM
Skellig Sauna @ St. Finian's Bay,ChIJieuGUgOTT0gRYtkgE-qKYLA,Ballinskelligs,Kerry,"St. Finian's Bay, Rathkieran, Ballinskelligs, Co. Kerry, Ireland",https://www.skelligsauna.ie/,,5.0,3,ATCDNfWnVj1XIS-rdXNLuXAPWiuenbxDupY4lYL35iz-XdvJP7D-x-RO9OwjBL2oTFBelHVnBJ8ErzpGahmP0gwUVspeW7AALyh-7EPDfvGy47rwDcHJwxMTQ3SeDq_nUAJHK8TL_DUa38VuaUAKF2EY5fEQYGbK4B3otPdDxdSSeVzmaKJB_Nzirp8DhazQFvLFhlE2q8Ea5q2eMEi3t0Xw_6-ihJpCL47OQHbrQKMcnjPb7JnjXk0a4olvIQMensC2q4DYGGF4nUsqEsqPKvxD41LRMcQFc1cHA6Z9LQK_Ce_Dr62QgCiX1MHmyonME3YeZ0srYw3WSEFa_imMccXj3I7bRkGBKOR_VxsYhom--j-X8A3o0A68in4i3duCUX_gVAxnxz_6iAAt41tgu0HwXtXey20Lk-mVtaIj2C_tdDGSU-Jp0diEwOWOSt9puQ,wood,no,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: Closed|Sunday: 10:00 AM – 3:00 PM
Slainte Saunas Wild Atlantic Sauna,ChIJDf0D8iF5WUgRQYmlmqpjjnI,Louisburgh,Mayo,"Old Head Beach, Oldhead, Louisburgh, Co. Mayo, Ireland",http://www.slaintesaunas.ie/,,4.7,57,ATCDNfXDPTh0AS5cc6ktZujvZFnEsyvqibJIgCko3IATYoA1qAgGoKQvloMF66suBUwW_OmdpZFy3pAMg5vauS3gjGa21C_MfVhK4F9FV4hGQRV4xgHdzDDdbuWDdxBPXFAPPKgfMGIgOQNXiDUKqiYRqNkq4O7rEpOz9pETyTLLreoIMRCE58p2ChnJPC4jhPhbZp3yJNxjUQoS2ELs4yOuMQd7BhUYuCGZbOxxwVyklHukVO3Dv7n_ofYH3eo6h6kbK9RtDKTBKsWjrMmLrFsj_s4GVLe7HZhFGLm1qsTeBZiUNw,wood,no,no,yes,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: 4:00 – 9:15 PM|Thursday: 4:00 – 9:15 PM|Friday: 4:00 – 9:15 PM|Saturday: 8:30 AM – 5:30 PM|Sunday: 8:30 AM – 5:30 PM
Sliabh Liag Sauna,ChIJFVK-FBkjX0gRoNyxZnDOOno,Teelin,Donegal,"Pier, Rinnakill, Teelin, Co. Donegal, Ireland",https://sliabhliagsauna.ie/,087 104 6567,5.0,27,ATCDNfUbosR0slzicFvyVSr21UvVX__BAV3pnWssStYZQPrktIA6z-hnoqOFy1rUsd5sfrBqJtcj2gfnTc-KszU-ukp1c_vo2UAWGQUECnr6ha2hSW9ipZxTUcB7i6uyuYjoggbr40bOHumKUNNpp7ewAHYsVGi4I7KeXzOHn-2Ir5clInZbxRj1_lVlY9eT4rOgITsGiP9L8_2Oeblz5nHKpfNNHpNpyFIkkZ_PBqxu4IXEffNI-oO09SJXQ2j3Tv9_yuURjWCRudHJmpmI8ID-R4XbpkmLCDvTIsirdlrWklLccg,not listed,yes,no,yes,not listed,no,Monday: Closed|Tuesday: 5:00 – 8:00 PM|Wednesday: Closed|Thursday: 5:00 – 8:00 PM|Friday: Closed|Saturday: 12:00 – 6:00 PM|Sunday: 12:00 – 6:00 PM
