name,place_id,city,county,category,address,website,phone,rating,reviews_count,photo_ref,heat_source,cold_plunge,outdoor,private_rooms
Sunrise Sauna Tragumna,ChIJM1GirsKlRUgROhNrKqSoBGg,Tragumna,Cork,Leisure & Fitness,"beach, Tragumna, Co. Cork, Ireland",,087 629 2459,5.0,22.0,AcnlKN24s5JE80NhGA2F9sqOSO-bKN6semmrQSuXQ4BhVZpM1yxFNcMgpBpKUvcfGbebFZ2N2-odBPogFh_wyzzt0qsKoAfl6Bbs-AnTLKP0ZS8OtwOlN3K34QV-tzyAUSZw5gRJJWAZM93uvewr3EJpz_vFRWoRM1G1uy1RPwo70LCJEa8uNHyb6_mxzP7jJt1ZDfhSTHtToXLCmT7BYeE1lKDS4JDRuM41fZ-WSIo2O2ReZZG5JKLWHvhlHRM104rIHrd2zL9JQ8IEcMt4zHu3-nFWbZscajAdAGk5Z5BpPrT1omw9-n4mqJR0ZLhroO_81NS2y-P_zf_pfQu6dP18hfbiz-VJy7pFGGmI1fDc1oa0Q3bLFzrGzdF8yeyR_9qpBPl4CMf6L9eunX4Da7iJodPpetNvgbRUnWzeItBzqus_5ihm,,False,False,False
Cavetown Lake Sauna,ChIJ2wZbWQCbXkgRjYp85lrwBK8,Roscommon,Cavan,Leisure & Fitness,"Cavetown Or Ballynahoogh, Croghan, Co. Roscommon, F52 N290, Ireland",https://bookwhen.com/cavetownsauna,085 184 1067,5.0,21.0,AcnlKN2gPPK2G0VL97gVbiKOQPfnODkjKRfy7OF3K8hxrDLvCzpsaSqUTRBmKK1IR8PD5x0aI4-ivklKa6vAn1hYsFwNFS9Id_Dcei9l3tyuAarGatiEtiRDnz5Bg3iEwHTpx3HWU2b_kVKMPQKcP1k4kHscfi7Ydw-giYXv-_MvdvPHDFsf5mOfJycPAYMHn31uau60eds0YY6-ofcOw9y0zJu2Tb9yJ45KhtVVbjP_KvHQAE0QYZq8nSRISJBcbobia4gK6y9mijEwB8-WVKMlyn_9bXvZHWTnXQiNvs7ZwRSGCqM-kgmMcTN5Z9f0PdqPrDlJYMJdZ4oGXW-AeLYkgc1Yxmty24Kv2isrp2FdcxaLHSRGawhWpuu4OsMYE3AwXpGmajchAATu3BF7r8VDsg1WGRwhNAWXEGvIc6DhvSEa6_Q3yBv6Ul3cxDb64kLm,,False,False,False
Zen.Therma Sauna's,ChIJf1dBhQjbYEgRBhIHvaSQgpU,Mayobridge,Cavan,Leisure & Fitness,"67 Newry Rd, Mayobridge, Newry BT34 2EU, UK",https://www.zentherma.com/,028 3073 1009,5.0,21.0,ATCDNfUHrqCHuTqK76l1BUPR6so8LKbB1IUSmzsm9E88H2d6BRCgxRK_1Fq9zU6zHVHFkicgZmw3lNohtAGtvQWzll6404B6L-bYDLojN3-Kna7TsJgPWHS-CHigfh8DQx_7_f_EvgbDKhnDR-McJqMTEfukBm6IYm4HCWY-o1Oys_0PZiNXORDSXJuFlERAQXTKcbopSnJL2hMfK5VGyXhUNFbRqBEC26mFeLMHsnq2GSM8I_Z_Z-Pglt98gjlXyzmsZXUnK2vViRtdORdpKfAJGW5pQQgFzQJs24mlA7bTj11JLARv29Kq18htvEORowNlWU-z0bnEcU-z7NsbHc3ywO2iX32WqDWZA1LSn31VTpuMV9A_dK881wKwMl_H3jof7d3hFRzmB9JK8q7a7MVRkG7AjfsVwlB_i0W1k6gG7Zwmyw,Infrared,False,False,False
Sauna Bó Finne,ChIJewY0_iscsyMRNJpuGiRGK3E,Co. Galway,Galway,Dedicated Sauna,"1 Sauna, Cloonamore, Inishbofin, Co. Galway, H91 X9PC, Ireland",https://www.saunabofinne.com/,087 398 1765,5.0,21.0,ATCDNfWcKTCgODh6kEzCAI3TKxW-xveb4Gcb0SghzT0QSQLllmKYpge7KV2Xh1_XGJCvG1y0CLYvwPa78_ynHIur2YJCGM5VErNH4vnH5v6HKPQxBATGaysWZmIE530mrHHvtuISl-K_UYawmXyMF1XlqW8ScDobKoTiX57nMQMEdeXBMO8dBqQfARcgfS-xAp4v5b8yCNHfS9A3uvZeIyd3_Q5yv0X6nmxO0_sHugw5UrznFzAGFM-fbjhtgXKvouT0mmnozCu-ShAzOec892ve8PFthozIqxio6HLC1nJVS6od1w,Wood,False,False,False
Realt Na Mara Saunas,ChIJl-O1Vb_nZ0gR3EPNUSnK5RE,Wexford,Wexford,Dedicated Sauna,"South Beech, Seamount, Courtown, Co. Wexford, Ireland",https://realtnamarasaunas.com/,086 198 8959,5.0,20.0,ATCDNfWzzjewHVg4p_X52GXZ_J2zESSo_o3dWjTCravQTZ2ybFbYqs-CgZ4lxV0wQRZ8s-_IT-UNMeCSoOnKtiPR9ISBy9kPkAyfCp3bb8rSem06RXrk_0r8weQEnDbAgCNxlrXjvSZbb_CAminZQcDQPF9hBdgyYH8dDiz7JoODJMCJPsmhIHd2FcnqttHRb2xebb3rS-nAMpQOf0r3fbzdEmDzAffVh12KjEisggmTDBZpsWRpom8wxm3NfRHBJzsnxcqE7U1x0vifKtsM_f7RbYG8HKULvvk_tkyB3C6ixfRyEg,,False,False,False
Éalú Sauna Clonakilty,ChIJ2w7SVcZXREgRg56Oc6xCOtE,Co. Cork,Cork,Dedicated Sauna,"Clonakilty Showgrounds, Park Rd, Cloheen, Clonakilty, Co. Cork, P85 D654, Ireland",https://ealusaunas.com/,083 377 2352,5.0,19.0,AcnlKN27_GBKDepZSsaFfYYEU1wHZeSpTAnVdsXglAU8BjqpkhA-YW49xe7PeAhIlyDvZKGnAjJDVhTshrs3bo0ZN-cfMsSu9JGRp4c5a0NPEFFQwjrHz1-39plfS2CV5RIzYFl1uOU3BgLwmzhV5eXgIFhUTLqIhS6yiTwsmZRLxM9KzQxKE3SBPrl4tzDqWxwB1TCOSwi5DwkoziP6ZpkmvCohoUiY0t5SJQaVCCSFkiTV61MzeV5_sSl4s7AaPU3x2n9gFaNs_WN8Gt7w9ujKWZkKBcRo9P2YwGSRJoIukKL86Q,,True,False,False
Revive Saunas,ChIJV4fWLjbZYEgRUqrnvMKfEEk,Revive Saunas,Cavan,Dedicated Sauna,"34 Lower Knockbarragh Road, Rostrevor, Co, Down, Mountain Lodge, Revive Saunas, Rostrevor BT34 3DP, UK",https://revivesaunas.co.uk/,07496 919476,5.0,18.0,ATCDNfUlAv062astipr74CEIjNj_ZM-Ld9nls1K0WC88MZc7uB5GUhYW0z3-sBaE-Ujq9hZSyrX_X731Xc-hXtUnr2tipKnXg9aW2if_sH0zUqCrfmBYE5new0osLw9STUbKHxvJd6FwM_87bHByZb192dv0POCWscz8onvZSv81Rn-Tgf2EB7EalqK0gVJCx482KEcKhFHEEPbMHJki5GyNvLef4jfhhEdaQ30lLvp0-HdoyFeCckCVSdjL81JcU01Hx3bbZEGx3Ll7eGzi3lUFG_2ezSgHBfvQngOrTQbFVVPwWA,,True,False,False
ReCoop Sauna,ChIJFcuKFmKFREgRGYbrto9cjUg,Carrigaline,Cork,Leisure & Fitness,"Carrigaline GAA Club, Kilnaglery, Carrigaline, Co. Cork, Ireland",https://app.acuityscheduling.com/schedule.php?owner=34302157,,5.0,18.0,ATCDNfWUtY4Ab4GHzyur_A2MnFJq8nn5QHwb4JfHeuzrekjUQpsOhJccYTGqT7g7mw3apdBIAy6lTJPgOXtweGImpnpz9voR8ITHiAA4ZhqUABI8GOp_d_lehh5ZzADg_j1v9ym1_4WYuaZJAM3lKXvc0ug00OIvcqOS11mTdys3mP6HgnTaK_tp7FTw0LARlEUG9il1ZsiLMLSpJdUnhimSnK-V-mDxBRwb5xN7EO-Nr7VYQuCjOvqhA5xowyMmeJly_uvu2NgWEPOs9ZAdJ9cjNF_ZTJYbD8lmvs1hJnfQQWLpjQ,,False,False,True
Saunas4U,ChIJLXwNlLR_XUgRu27tYj0y5ws,Newbridge,Kildare,Leisure & Fitness,"Rickardstown, College Farm, Newbridge, Co. Kildare, W12 X458, Ireland",https://www.saunas4u.ie/,,5.0,18.0,ATCDNfX7nHmVsUsubp9eThS1LLHP5NNOLKEvui8iznglnXCgoCKt4VcCL0ahwJrjeSNr0z3t-xkmK0O7dbPmLRzj4TZ1vT1esDrt-64nZDo-BOFcq7tB4CBeN0ZcOKWV4jJ737joY14dh9zuwfzqdAuawnTEhkIdORavzeWMN2p4Mr1ZIALt8ifEz8sxdV7dQjaqa5x8Z-V0OC_nSyQYt1Wyrmggp5AI2Lq6tv1rcP1yrvUdwDIC776V56FYKV1f-5XDxz8EUy2zlgIhFvI5yLKvLDjuYnF4rutLqDF-l9bop14rcA,,True,False,False
"The Sauna Snugg | Ballincollig, Cork City",ChIJV1nWzL-TREgRxcbXiQ-M1jw,Cork,Cork,Leisure & Fitness,"Powdermills, Cork, P31 PX67, Ireland",https://www.thesaunasnugg.com/,089 610 3817,5.0,16.0,ATCDNfUgem2fMYYmTcFG3FQEj-UjNhKQOtayy2XXp_8Th3UnRtGR5veNzvQFLjUttDCeuc8SPqNV2cuZZG6fCt7NB7tnJb02MEOTsgzIJb_OujT_5H8bAKDjlCIYFdw7q24YAylXhi3hrKuJzjH5AOV5rafYGWn3XlI4tIW9AI5Ko9MUgW1tm4k6OvI78D2TasYKwPiYlXzStCOONzsH_TuszE-NgQeXiR9bTHXvt6_Ru3WugLzM38SjNTtPq0ykzFUI993AO6oq1ycEgrJjV6VGEhU_x5Uyu-lBqdQ1dg_4vdK-eg,,True,True,False
Sabhna Saunas Dugort Beach,ChIJD_6P-cmZWUgRSl-p3rTQaE0,Doogort,Mayo,Leisure & Fitness,"Beach, Doogort, Co. Mayo, Ireland",http://www.sabhna.ie/,,5.0,16.0,ATCDNfXhnoqfx3cnA4cVOebo6zWdteRRt5SAa96YsdD3mV0UupM29b_gp4dgthMQdSWfXsnuhNf8DG019WrzfztZPlFzkt_L3n3OS5MxiF_rP7-fBaoqKB0spOaB0zWxjRFSHuhKnvb4bCC7LpV8McKlL19bIlStKT9l5v4jdtckOQpBQD6UH6Yn-qAQMkn0y2tQE5biW4IrzDnPWIflOPy7PO2YwXzO0X-aVCJ4Ds5xTI1vFy2ORkb_x2SKvsSWS6k7VbYDkgMLfXG68GLFHDy4zwTzWmUCOlH0Ri4q51pRtZbpVQ,Wood,False,False,False
Folláine Sauna,ChIJZenMTwCVW0gRs-K9RK0m0ok,Annaghdown,Clare,Leisure & Fitness,"Annaghdown, Co. Galway, Ireland",https://annaghdown.ie/2024/01/16/follaine-sauna-at-annaghdown-pier%F0%9F%8F%8A%F0%9F%8F%BB/,,5.0,15.0,ATCDNfXEHuUM8pcNy6LD5xcktUfEI5cjiuy83oO2sxYTNGEKOfLAtKezc6YjmQDiOPrLqe28a5duIp3TQvgBd6sdu8KrabO-t7pUh4jvz9ZscO-PUJYfNZy-VD9j5J24MSXerP5f1EbPWhGt7jm9J7gv0yue6CLKuow7iZ2lXGFC7YAsBrtLpL_38fUNyDycYE6XsxoX9E1v7mrqbdBXHydAiU7sYlm-lifMrHNE0akqvYb0FsJiGKRBPtzVyPfJoTZGoORZsVGTD640gstMZ_VZ40C3OUZKyTJ_r3SdBQgf6CM2_lStQ5SdDKA1nvQPLeJ4vYzZX8NIN3YW8GAgssFJQH7GmgVTaeRp4oEtPuqXI8ENpqtSPLCPjww-zPaYyls-842kGBIHnVtjEkw6XrTQZhKu9m-9NqnzMLoyUqDDsISgWd_m,,False,False,False
The Sauna Mill,ChIJkUGm1r2PREgReVJf98CJm7g,Co. Cork,Cork,Leisure & Fitness,"Millbrook House, Rearour And Barrettshill, Ballinhassig, Co. Cork, T12 PP2T, Ireland",https://thesaunamill.as.me/schedule.php,085 780 6262,5.0,15.0,ATCDNfXMN1L2Dh_VcOhDc8mNaxQOW6rem6OEizNnxM514AjWC8aKeT2aXcY7tLVY-CbN-btseMgdWMOOmxQX2ymhkR1XGHecINbkFR3cdPWU2JjD6w7LDjFBDKGWNQDJVtIhOpBgcera7wBVt-0W_IfgPMfh6HB_hbM7N7_fjAbTwRUu8J5Ip9RHeuE9dMd4LyVjlEWzKeBf2HJpZ1AFR3gNoV7qFw442UTWLjq5tyfUqPocuhayQPhMHWcBA1dWQFzAQlsyvBmFUYgHOgE67Wi4MOb1a0Y585MzgUTWjqbLbpxKC2MvpfJV35OUpOebP5oF5bCfFYnirZUjWGJJuQCNgbxTAe8C7kl1xLMfhViqMbWYb067VgbV18SHC6k8ERV9_yyrCIpbEs80ErJiesV-WatQeSUOGxAyWm3Y1C7OCQt7UwdliD6v-QCf-fyNAQ,Wood,True,False,False
Outdoor sauna and leisure,ChIJDZDM77FzXkgRrwJNzNUF-O0,Cavan,Cavan,Leisure & Fitness,"Church St, Portaliff Or Townparks, Killashandra, Co. Cavan, H12 AY01, Ireland",https://www.outdoorsaunaandleisure.ie/,087 760 5815,5.0,14.0,ATCDNfVlCCJKUt4tuY7JfZjNzptEcB3Io2jdkQVKUOLzdUjrvtvRllFJdeYyH3B7aWA37MuvlyXQH4UdNZp0zxYJpzxC7ar_DxQJKCMBYrPxiA9aQsTNdGLfPzXvUqbFD6HpLKlnOyeNszXHfYtEfd5vd1vaQebuuRjj1BJz7tUPEAJgHMOybDZyBw7QWrR-nhbmhpr-d84tasz4pbvColckU3XSHPf8o1ldc9YiyRqA6UeRnUiWkg3rQ5UXRKlpgU9AdkP8MUkOx4MifizmRbhd30rVXYU-nwNAnFew24bE9Nr7BQ,,True,True,False
Lakeside Saunas Virginia,ChIJw2TOah__XUgRoqCWoi54jQY,Cavan,Cavan,Leisure & Fitness,"LAKESIDE MANOR HOTEL, Dublin Road, Burrenrea, Virginia, Co. Cavan, A82 YH30, Ireland",https://lakesidesaunas.simplybook.it/v2/?fbclid=PAb21jcAN-2pVleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaf4-hx1rtTuPr74i9pIwXaBXg0pSpio_nH4OShDQVv04KHDBXfZy4MAZXvLoA_aem_kcb-rwMAvPzIFHpK3IRLJA,083 163 2520,5.0,14.0,AcnlKN30Muysd9mkZohLFUx0kJvPbAmyqlr9J90kySGYQ1HHVgFmuJ7bcdw5qgTYVcXSS2OzYbdt7de_BeOD9N3QLOz6_36LhWVPs2MI7pDT-EnV7ro_j5Norfg4gLrMtwq6sveQMZiX2u9sszGZPs188BMr_zvyzXkdjvd-5V7C226HP6ButnKSv3_swBRXEJZmIQhBknkGIOSoTOQd4XL2JWahACMzDdBU5tVQrkAQXhB-l0zF6GysHlss6Sl8su6cEItKOG7q8UsX-bGbEAraOysnWJW8cvkPofj9ePDnEBQPKbFjnYPIXSXUY8BHWxBE8JoD7SgdxxcxGplSawCdsC3ZNZqytOE5IZyiWn833os5UfM9As7Nsr7PcW0I-zg3IuTPHFQwJbBcc02T6Sk3JzEmGDSoSfQ4s2r0DrQTXkFoApqP,,True,False,True
TheCosySauna,ChIJjyuTFABhREgRHB8ZiEAWMFw,Kinsale,Cork,Leisure & Fitness,"4, Castlepark Village, Kinsale, Co. Cork, P17 PH02, Ireland",https://www.thecosysauna.com/,085 737 6385,5.0,14.0,ATCDNfU9OGEkQczPfX6WG6NdfNBEyvTIwWvU4V8K9XH2z9p06MiX9gI2JkW_SuUTnXFebgQt2t_JIDH-2iXCq7UW1klLMhZsUQ4CQr1iYX3vbqsin-WAsmkgBoBN9fr_fs4BcVGPS5_8OJz8tVl3dO-QHUPvqzLzkTcU4-hLUBllvKqhS8gyWneLuSR8lhjrAee5u8v31mEMk1S882QYXqzxakIZ4uM4KqSMsxbURHwTySbPjojotOJAxHQnTz95Y9zJke3El1RGnuEZQGd_KFmgn4I3h1rt5HVtymtogNqGdVm5xw,,False,False,False
Wonky Sauna,ChIJk5WYkO4FZ0gRQuN99EM9JSI,Dublin,Wicklow,Leisure & Fitness,"13 Balscadden Rd, Howth, Dublin, D13 HW83, Ireland",,,5.0,14.0,ATCDNfU78nuXZAM6Hbj_aeGfi8qlf2_XaCaqUxzPmsgLUbIMo-XfjAxYN4Dion3Ge_K0x1TlbuahCnq6pxQCfqkIzEhdZ9o5bU6nlhj-Mn6sRttJ6oItDpupK0JdieLwmWtAhXAb8BBWhKwYwkbZ5s6nNU7MnEm8sbftyfRMnd5UK8DSmaIaiPs-O0aqNMRbeT7Dqsmegr6zNIWH9cVGbQR-GIReU_cd329gFrMCcjAs81GQtPGTAs8WYMy7PtCjpG6MGvILkIVZsRrQf_0hy3Ga8nL5LSNnEEBxpSB3uPvnrRvrlNTi6U9ukFRFoHz3kXXn4T7aY7dKA2ouAYsVad11JI0WetNva0CODnx2eAwpcVRdGy6plJOOJWhsc_IXlIbFctKu0CLKa7gF769UKDIo0x-lgXWi5_C7d9x72B8nVeO_53SvFVm4KlCdZweyHbKs,,True,False,False
Sauna Fiáin,ChIJv0qWaT6RW0gRhhI5xXYLlb0,Oranmore,Clare,Leisure & Fitness,"Renville Pier, Renville Ct, Rinville West, Oranmore, Co. Galway, Ireland",https://saunafiain.com/,,5.0,13.0,ATCDNfWLg0VsoqbJxq_HrWgkrlCc-FuvR9SG0smmPUer_3ofrijaPgh72uP0s3wdnPNWDb10ZOF3TKYyjxxKauIknEDabSTHagiHeCFeZArSfrK1Qjvtvo9k2Ir7aW8xPo7Q77hPr59rcKA1nWn789P17H4XgZAAd6CkXhULahsFqRrybjxhOS2jBate5XImaJHGDcjiA5be_vLr5a9pWLNUnI9TxUfDLUK_XpOkd6b8Ur-VnYM7j5FR1TP9Mihadyiqz5zdgeatXnxUNCquKzJk8a_YijGVSFVDVSErC_T_WKE0vw,,False,False,False
The Stove Sauna,ChIJa6xfawDDQkgR-Jqthes02Ik,Tramore,Waterford,Dedicated Sauna,"The Pavilion, Tramore West, Tramore, Co. Waterford, Ireland",https://thestovesauna.rezgo.com/details/396385/tramore-sauna,083 484 2791,5.0,13.0,ATCDNfXIijDMaCguqVIBXznJisMUUs-Y1HHQQT7BYhsi75lCuSXQP43GYboz3Vmg-mF9AsAngAWNFx1Dls6-c3l-nuZMWS9sspL02z7r5bEjtF4GMcsEkKY1f6-_7JHUur8G-tfzctF3Zf3tu6kXETteZa8YmHj8wdn9TYFamDQ7Bb4uUPWMdcy7D0VmSV5HddwmgF01FBLAYlVXgvqVzfzXnyn4PEG7OoIhDIReDwgtcMuSGUT_IBEp3wkVPHYdST3SDoR95_tKhiYx8c_2Ihd7e5EDiV_E5jGBkuf7RJko3Q32bzQM1DbDpfWydKvas6caQqWb_xKPS0YEQ_qH1xRNOnn2ju27Uh4FN8VVoXvJC7vn6Yi-_IdPCTHSezRQa5Uba-ScrbeDM9xKbgCPZ9wxbx00piNxssgCIvSYsnA6g2eeoYMXiYKkZFWgWbPnAdkq,,False,False,False
Furnis Sauna Village,ChIJmRsItYHrXUgRrDvo0UZY__Q,Mullingar,Cavan,Leisure & Fitness,"Mullingar Rugby Football Club, Culleen Beg, Cullionbeg, Co. Westmeath, N91 RX88, Ireland",https://www.furnis-sauna.ie/,085 788 8790,5.0,12.0,ATCDNfU5OxiEZ7_hXx79oyM--uSb9CjUlMvqsBdSstV71MtEM0LWYSuGvWMjKmIuvet-6M7CmPM1J-c9jWpAmqmUaBnne3shRlTUhusYMByGtQCgkrKAVUYJzRwCDzk-R7eaeruybr4nUD3ajebyjEyW1u-E5CzKpaHO0QTfyYRXN0wlZUjoEnW01BvG7QsH-kCsAmqItAJmU-gcHVNZwUnZsXXRXy6gXiDZqRiKydTUT0ybhw0HvCp-g8xyxdnMQ8fbEV_p2kLCXCQCge9cpMkrbE5cjFZmK371F9102uPpl_ApOQ,Wood,True,False,True
Harmonie Sauna,ChIJpQKwA9GHREgRVVU2KULlo1M,Nohoval,Cork,Leisure & Fitness,"Rocky Bay, Reagrove, Nohoval, Co. Cork, Ireland",https://bookwhen.com/harmoniesauna#focus=ev-s6sl-20220723093000,089 255 2280,5.0,12.0,ATCDNfVohlouzoDjW0gES3QLHfTuT4OyMiuMO7QzeVTVI41TyJYPo4-4Tfn86YOyHkWvvEdPgDZaZ3jQGGAUw_h7j0XBIxc_wHQAaXTF3y8HGVw_rA7cvY-k_mPayHu_fxcrj4Ax0N40drHM0BvyAwsw_Cn3EFeHWJuBminozMfui8sR1FNM60ruhRfoBnsIfJs3FJW4ETEBaqeQEfWON4K2D4RXak1qKoFxNW1r2R332_pJeGmQXZFCaTgqbVHSyUAinIMWD0jjlk5E891WfripTE_mPcpsy_BE0rtkjFlpOUAHaQ,,False,False,False
OM Saunas,ChIJtexRZSoBX0gRWIKHWWcHEKU,Co. Donegal,Donegal,Dedicated Sauna,"Rossnowlagh Beach, Rossnowlagh Lower, Golf View, Co. Donegal, F94 X7X3, Ireland",https://www.omsaunas.com/,087 358 3475,5.0,12.0,ATCDNfVaGGfnh6buPpIxxPKoZXD9RTg6Rai305qdTGFFqt68xB1xdQRlR4WdwsGLLu1zKrUg4xggRowa1-k9KV0fP6frvEsgJqtpSZxkpXLpMplkd245FMz23CQce6hdMQHEOJJTYEA4gjF_8ik4IfgQ1YFvbt9YYIuSYxODHAmNi2edg_H1bDcq1R8LLiecm1hWiTINJN9Eg8YDHvawMgwwasftnU3q9O6qvx_JObt9x2hXNbwNUKu0tjZ77hwMadLrV0XhUZTjfO75vE_JOie2DifFFYZkRoO623ucl-aWR8aDLA,Wood,False,False,False
Cé Sauna,ChIJD8s8VgCRXkgRUIP9gw-xW9Y,Roscommon,Cavan,Leisure & Fitness,"XQPC+66, Knocknashee, Rockingham Demesne, Boyle, Co. Roscommon, Ireland",http://www.cesauna.ie/,,5.0,11.0,AcnlKN1x8pDF-FSQRgPOWZUx2fMAuFtaF0gJ8AEprQXceb_vVPFELNetSUjwGIR9CGKDsmUlgDg3P2pabdLlihaMO1lwwdoRkYoKl-mOQNGLJb9GTZ0te8HkhkFQWOzTkHJCvxjHSiO2VkIoYJ4mmGk-dvPh5vGOOVeTH7Ar3NjmADyE1JHXoKBmn7rGnp-LNpEmr3_YPuEOSpr1YeqIez3tE8fIoqXZwO0c22HPNrGhcM1R2h8yG0bHYIe-vbvTroYK2KeSomVTalUq-XSRQ3GEWPhI9LqgSPxh4yD2wtb2qaaA5A,,False,False,False
Wholesome Heat Sauna,ChIJ8ZOHMwBjREgRt2tDnu87wtE,Co. Cork,Cork,Leisure & Fitness,"2 Hermitage Ln, Forthill, Co. Cork, P17 E620, Ireland",https://wholesomeheatsauna.com/,089 491 3339,5.0,11.0,AcnlKN3FX7QFXLFg4lE_o_hp-5j2QfVVhzVHFSq0-zx2ZshkqotZEcs0qDcf1EoxHJTtOGPFmqzOlaqQzcSgfky5fPznmyjwj6XFanwANKdfGYfzrjVydWtUPX4aMOnYCQz5PM51Fgise1OKqwTfZpJ7c1HRdBTgyCPo0e4NUsywTlHfxoAXrIKicplzuQhH1ORuuQLRZRFzieq_Zc746uj-othuK_XFD3K57R7wKmPStXPe17yJTJdCRrIrQyIzc4USyIYy1lPMXM1rV94x9ld5XV4Km68xfZIeVdUgAJ6wpySWiw,,False,False,True
Sunset Sauna Allihies and Castletownbere,ChIJr4TcOSODT0gRYlHJ83c7vsI,Allihies,Cork,Leisure & Fitness,"Ballydonegan Beach, Allihies, Co. Cork, Ireland",https://www.instagram.com/sunsetsaunakerry_beara?igsh=MThwc3htbmxlN3ZkNA==,087 223 8211,5.0,11.0,ATCDNfVu9_FdBXJ7K6ebg1f9KyFPP5u9qJgUWIMsaIR1h7Ca_D6KfYK7suUIzXeKUk_i6Tfkvv1A2zuhgipc8CF5qPFEGJCHkravRRf41KavrJN3O8axU7NaP4vLFElITSLWJO_os5DP-vzS09m_zSX3MuQUM5oWrLX0eFqGwQIqF2YEPWbam9TYQyOQKtTfd23R1dF76s8UO39Xmg9qzidmZS5LuTcS4GBNfUt9hhluUSkGQuncfwu-phTmnRlXhL6YsATqnsh5HpEK37qMmxLLV6w9ryE5FLJHnsgdZgSJ-7u439Wdq-BcAiZrlimUdOhhYig8gqpK1nVrGny7BkJBtsJ8OqWX9vl8u0w4x4RfFL92s_dvsqv2Sgt4WE7pTKKK5tdYrp4a4m1RBb5Cu2QelOz93OkClHQDP4HZj4IylZ6tPg,,False,True,True
Rossnowlagh sauna,ChIJY6NipgoBX0gRcqr2TBnKaIo,Co. Donegal,Donegal,Leisure & Fitness,"Rossnowlagh, Co. Donegal, F94 XW01, Ireland",https://rossnowlaghsauna.com/,089 480 2375,5.0,11.0,ATCDNfUNpzQxdiJNGTHpRXNYVTcrXCmGuGJitveggKTX2eO68ckLfp0NQwjvJiPC0BhdgZOhOE2jMxnb2ew35dPjubgg57D9dKtyPTGDalUlthzH7nPae6EHIjj_-oXz-GvsRRcWXzGN3KLPfexNyrEMrjzFPbU3vrjDZ3kZDrDqDWHOPMRyiMUk_TJre6SGIgkz-EBo6z2aKZ4e5ujpi4Zmd8hHuNWxnxW5tZe3Nmww1wMecFqmyfXDGPmsAaXBnxKkJ8Z9yIF_2BlzuhZz7sBV5Rk7Yo-LrLgQZVThFiG_a9WVww,,True,False,False
Kingdom Sauna Kerry,ChIJI6WJKzOPT0gRZzvyYFFWcP8,Caherdaniel,Kerry,Leisure & Fitness,"Derrynane Beach, Darrynane More, Caherdaniel, Co. Kerry, Ireland",http://www.kingdomsauna.ie/,,5.0,11.0,ATCDNfUKmI71AE4cMDDtDPxP4zPAvL5LmwPPFlPvXTHBM8MUmf4u4cbR51lfm-4bxZk1gSc5hof2Yviz8L1TZC2LV95vFyuknmGvyPUsVY1-dpeqUX8it0uWQpZyn1FoRIaqIj63AK19pC2-_eP9x9032y6T8x56gNKpkMNOTT4bs-EnAZX_BbBtB2dRRVFL5ipqIgSWGCPDisQ1vP9T-OPExHA5Byh3ST1SBGLXJ5Cg85pgPG5A5JOiKUrdLTkhZpOAJUULWF2T14DGmPh4Cx8xu7WcpiWjB89_RM0_gLn29sZ88A,,False,False,False
Happy Days Sauna,ChIJ76HT9VVNRUgRc9u1WvsAFfc,Banna,Kerry,Leisure & Fitness,"Beach, Banna, Co. Kerry, Ireland",https://www.happydayssauna.ie/,087 943 6531,5.0,11.0,ATCDNfXeSWuJbuVCDszKnfaNqYmFeT5a_kSBiiPRxhSEvLYHxyUZIuSNpzzuTM6VESMM0E7s0uilftgg-zQRnn1fn8Oqi8qrlriWwGyv10I_ojgpSqsjjXMr10LkwnbTP93g2aWxxTRZ-NsALAC9rnMqsDQQDRv0XV5vYwUXwxwafMvd-1AAtYVpxGr-juhXGgvVVxml2IAby9eD-t3VbKRyXY2CA9HM17SISuRqG7zNxG1n_l4b3IJEi1H_TcD-ywa5vqlr1PTXmxsfmp3E370eXSQnC30fUb7oEPM31IrzDGU3lg,,False,False,False
Vivo Saunas Kilkenny,ChIJ0Q5m0gwzXUgR6FI79xxvLsY,Kilkenny,Kilkenny,Dedicated Sauna,"Mullins Mill, Garrynamann Lower, Kells, Co. Kilkenny, R95 D54F, Ireland",https://www.vivosaunas.ie/,086 248 1794,5.0,11.0,ATCDNfXqT7RcJBsPoGuf7Dqsl7s_TbQnXgbWMR4LTOooZDQWmDLEPWl23_3edV8IUsBJiROrWIQRNIGhli9Nvy4OjH3ScA-8TH1Xq1QDUWdznjgfYuKu1A3VK_erlEY7JR7JYM9nf7LyKOHoyX5YX_rLbGamtGGfdzPAXHvYa0u8hQ60DMhwOAS1Klu3F9D_2nqJcA4vvusMtP4lkHOhbSMn66Dv-sur_I72Z1goD-2KXB8upD05Yn5HN6LbQk1N5VCm0AnoNTwv-MkoH657_N5cteP5rVfvXs0nlBD78tD44zeQ4A,,False,False,False
