name,place_id,address,city,county,category,lat,lng,website,phone,rating,reviews_count,photo_ref,heat_source,cold_plunge,outdoor,private_rooms,business_status,types,summary,reviews_text,fetched_at
Fenit Lighthouse Sauna,ChIJuSI_YQBNRUgRAoizoavUHIc,"Fenit Within, Co. Kerry, Ireland",Fenit Within,Kerry,Leisure & Fitness,52.2759802,-9.8674965,https://fenitlighthousesauna.ie/?fbclid=PAZXh0bgNhZW0CMTEAAaY2kPY_WgER7mb0ofTj7wQhU9qIryG4PurhexA0DqGAmhlQBqJeIDLeRrY_aem_CB_x4zebytlFZMf6l8XFbw,,4.9,24.0,ATCDNfWTLruXi8W4OcaavciAPw0svG3RgbI1fR6WiL1HGg6elxSS44ZWgjDhRKO838GJ2eAd-WAjqAx5f7VTCUg7OrT7o6wXBx2QJYg2LyykvQoDPuApTc-5l5jdNb5CM1gl-Ik8xdbaHbq5FBsrDJeo955flk99zVfr1iTwLhgmfMAs_c_IzC15EvZ8cl2OovrUk4TOFnSuTnMkRrG1-OgbZM9w2_8S0zjLQzflAjU75iPf9meU47VUqSn_kjMADDJdmoG35RTKlGi5tFlSi1q8r-amzo6_gvZVeZfbOV6j7Aldrq3iG-oZClLqCO-exGhLach90rdrcHGiyJavITJJ0g1xHpnFHZgP7cvhto_54q5TdhQ6EOvjf7CtrOvPyYvKLFv8kB3TYMnq4-BiMSClpzWlvv-AE5zOtmEthURVAIQ40pg,Wood,False,True,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Fenit Lighthouse Sauna is a uniquely charming experience. The wood-fired heat sauna is wonderfully soothing after a cold dip, (make sure you go to the sea first)and the views of Fenit Lighthouse and the Bay are just magical, making it a perfect spot to unwind, and enjoy the views, staff are so friendly and it’s extremely well run, make sure to bring flip flops or shoes going down to the sea and get a coffee afterwards! Would highly recommend || I had the loveliest experience at the Fenit Lighthouse Sauna. The location is just magic  just heavenly. The sauna itself is spotless, high-end, cosy and welcoming, and you come out feeling completely refreshed. The mix of heat and sea swim is just unbeatable. The staff were so friendly and made the whole visit really relaxed and easy. I’d highly recommend it to anyone visiting Kerry such a treat and something I’ll definitely be back for. || A friend recommended trying the Sauna and sea dip combination a couple of months ago and it is absolutely amazing. The view from the sauna is breathtaking. The owner Maryanne and her daughter are so nice and helpful, guiding us, so as to get the best out of our timeslot. I had never swam in the ocean when the sun wasn't shining, yet the sauna/sea dip combination is something that is enjoyable in sunshine and in the rain. A cold outdoor shower is provided if you don't want a dip in the ocean. Large buckets with lids are provided to store your belongings while you're using the Sauna.
Sauna hats, small towels to sit on and swim shoes are available to use if you forget to bring your own. Watch the time while in the ocean, as your time slot can slip away while enjoying the ocean. Truly amazing. || I visited Fenit Lighthouse Sauna with a group of my friends over the weekend for the first time. We really enjoyed the experience and was only sorry that we didn't go for an hour instead of the half hour slot. The owner Maryanne was so kind and even gave us sliders to go down to the water as we forgot ours.
Would highly recommend! || I booked Fenit Lighthouse Sauna for a recent work event and it was a great success.  MaryAnn was great to deal with, efficient and professional.  The setting is beautiful and I would highly recommend this experience for individuals or groups.  A wonderful experience for all, thank you!",2026-02-14T09:43:34.994247
itSaunatrailer,ChIJ2yJx8IyLX0gR9wIuU-20N0k,"Marble Hill Ct, Clonmass, Letterkenny, Co. Donegal, Ireland",Letterkenny,Donegal,Leisure & Fitness,55.180401,-7.901466999999999,http://www.itsaunatrailer.com/,083 425 7339,4.9,19.0,ATCDNfWh8tlBLjeYwSc6zC28K1xR1b05Z1QZzY3HlX5iy3d8jo4TWjT8gHCR8xkNK9WUZKlKncOIT4kUlFHWEMFE3aXUblt09osZHcAqNK5G9Q0Szn18cJZGN6sgtGJKOEBIUzmR6rUhNaqxKuccjoq8szXie5iuhXB3TbuNvIw70fcAyFjGq2-B76fD3_EMh5l5wlF27Il6c2coKgVoStjNNN7EbSFQsE6yztFL4t9H6DvWQmJq_R4tehe49lNAUgSwgLPis-YnXpaRdRLHKBy0oI-oM09WPkyoQgL_-i_TkTX3gQ,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"One of the most scenic saunas I’ve visited - didn’t catch the owners name but lovely guy who was really helpful about things to do in the area. Highly recommend! || Beautiful sauna, loved the lavender infused water!! View was incredible and the owner was super friendly and kind. || Everyone needs to visit itSaunatrailer!

Shane and Skye are such great hosts and made the whole process so easy, from the moment we booked to arriving they were lovely!

Absolutely nothing better then a warm sauna after those freezing cold Atlantic waters!

Im going again this weekend :) || We went for a dip at Marble Hill beach and stopped by at ItSaunaTrailer afterwards. Skye and Shane were so welcoming and it’s the perfect set up with amazing views. Perfect way to end our sea dip. You guys made our day out in Marble Hill perfect. HIGHLY highly recommend, will be coming back again soon || What an amazing experience! A combination of my two favourite things, sauna and the beach 💯 Such lovely and friendly staff.

Highly recommend.",2026-02-14T09:42:39.489841
Lakeside Sauna Skenanagh,ChIJ9yZaseWPXEgRMJl7R9AiLf4,"XP9M+C5, Glenbower, Luska, Co. Tipperary, Ireland",Luska,Clare,Leisure & Fitness,52.968526,-8.267104999999999,https://sites.google.com/view/lakesidesauna/home,,4.9,11.0,ATCDNfUX29TmTjZz_yyKQjvuGjzKpNHgRhsB3MXOOkTAf-ymZbn-aY4xCoqm-cU_o1ff_JtbsgRK55C5YqZKX6L8HWskroIZAEqzt8oAdQeFc1T8382OQAhODF9nJav8wyU8rvUPUvfXvS-MEKKP0o2swSuJiamP7XGX91KEUFmSZmTLPz0uZ4cv_nd_CcND25Ik1_tvHJfDxGCaw7O48LIbXqDckFilp9tDFcYnC_sngMJoQV_71oj7r5RnEGn8KmAIxG2vNnZOUBkHHMLEorMikXnBGl8sQDRBO0eTYoFyuRu1Ag,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Really enjoyed this. Visited the sauna at Youghal Quay. It's a fantastic set up, and excellent service. Sauna is very hot and it's only a few short steps to jump into the water and cool off. Highly recommend. || I visited here this evening for a sauna in the dark. This is the best sauna experience I’ve had on this island. The two barrels are bijou but the hosting was fantastic. Nicely lit around the saunas. Rope lighting guiding you to the best place to enter the lake.

Nice heat and mini aufguss. Wonderful soaked sauna beanies. Good fires in the stoves. Camomile tea and dates along with plenty of drinking water.

I would recommend this sauna to everyone. A bit of a drive to meet with some friends but met plenty more.

Manini take a bow. You nailed it. 🎯 || A magical, relaxing, fun experience.  Move from the intense heat of the sauna to the  chilly shock of the lake and back again.
Beautiful restful view from sauna.
Lake shore very stony with sharp slippy stones which makes access tricky so wear swim shoes unless you have tough feet! || Unexpected:  mobile saunas on the lakeside, available to anyone. || Great for spend time",2026-02-14T09:42:11.752304
Sauna Cróga,ChIJqWu6om3PW0gRnQMcXSU8B-A,"pier, Cornamona, Co. Galway, Ireland",Cornamona,Galway,Leisure & Fitness,53.50798280000001,-9.4594088,https://www.loughcorribadventures.com/,087 339 6125,4.9,11.0,ATCDNfWkPMe3c1v6Q10FW4c2KGSpvCxJeGuxbcPwig0VJz7AG7OTa2iF1yhRieaDaPFuOdeoTNv-WsSQD9FlX1OO1eklv1KleQBxR9zmMyR9vX-2X27y2bFLlVWUK9STW-JCXPPVHXxEOlOqNv6nvAd1-daiImvBvjHVK73qqig1cMzwyFASPJ7ENx9o32WjWuqG9SkbHD4fVKx90KxUi6XURPIOjv2l99gFBrnpx3KkMVyzw5Szkz2fOvv24NP0FDsyvo6FTyZePHNkVm7mma1wdmaG4rOCk7PBnW8KKtWIkEuteAUIQbWAfC7-y-Q8Q15hR5e1TtNRqthl-uCeCDWz7mPT05IXXJuqVWJyZOBveREFNA0RlRWSrzxO8PGyDZ7o1T2vunr7Oxun5tLGGqZD6cyUQBtzdaqrjfLRDD5xTOycUrK3hSJ1F5gpeZIuW0q7,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Just amazing!
All 10/10. The spot, the views, the lake, the host and of course the sauna!  Very well taken care of, and with nice details like essential oils, music...
There is also a coffe truck there with the best iced matcha,🍵Corrib Coffee || Cant recommend Sauna Cróga high enough, Johnny took great care of us 🙏  beautiful spot for a sauna and it's ideal for kayak rental/tours and coffee all to be located on the same pier. Will definitely be returning || Sauna Cróga is a beautiful Sauna set in a stunning location on Loch Corrib. The Sauna itself is top class and well maintained!
Overall, Sauna Cróga is a fantastic asset to the area, providing a wonderful escape for both locals and visitors alike! || Adding a new dimension to the area at evenings and weekends. Nothing better than a sauna / swim combo. Great set up! || Fantastic location with stunning lake views, a very spacious Sauna right on the pier for easy access to the lake for a dip. Well worth a visit. Johnny has created a very chill and welcoming social vibe!",2026-02-14T09:43:18.355722
The Sea Sauna,ChIJB-ntZ1sbZ0gR9AjAZ7yc6Pk,"Tower Bay Beach Car Park, Quay, Portrane, Co. Dublin, K36 RX92, Ireland",Co. Dublin,Carlow,Leisure & Fitness,53.4891458,-6.099067799999999,https://www.theseasauna.ie/,,4.8,193.0,ATCDNfXMw13fXrLiEhtEDaPjOWp659BJAY_4piAwfJyMfsw7c2rlTnBqb4Zq7PeTExVWfzzhBPOyjNFr-MOgSM2nNne2u_D-xuNJ1rY3Iy1Ko2F04Q3VklXChLb18M_XgL-D8BxVWCJhd99i5-YtFoGca8JTe_PzcnocIle50eFJFmHqasaRt_nj7cRZAOwIxljel2uEQiQw_D61HEQjOxSmgCWBxkShDTQOj-2DcHxvEGBhqanvmo2hHuZwO7M_o2ALI23O66pME8aguycvSzqIBFq8WGIEbId4m4D63VnCgPMtM7zY1SVfor9QmP4qhcmKwE31ErAVmomZuihHJoV6e-0cBefmo9RTtSQPelNvfo43tVdr2qF7qoC4w10odB8Evt3giAj0yXdNVI4U1Jk4AtwqhT1nEugu6LjwRMhnVMP6T-5VIVGwxZRZG8n-Tg,,True,True,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Visited Sauna Donabate on Sunday and honestly… magical. I went on my own and ended up having such a deeply emotional and grounding experience, especially in the ice bath. There was something incredibly powerful about this space, the heat, the sea air, and then surrendering to the cold. I left feeling lighter, clearer, and so grateful. Highly recommend to anyone—whether you come alone or with others. ✨ || What a great experience! The sauna itself offered beautiful views, and there were even cold water barrels outside for a refreshing dip. Just a heads-up, no phones are allowed inside.
The changing room is open to all, so definitely come prepared with your swimsuit under your clothes. Afterwards, there's a coffee truck right outside for drinks and snacks, which is super convenient."" || We went to the Sea Sauna for the first time today and would highly recommend it! Location is stunning, there’s a lovely cliff walk with gorgeous views,a quiet beach great for swimming and a llthe carriage truck that does great food and coffee!

The sea sauna set-up itself is great- a really clever use of what is a small space, looking forward to seeing it expanded in the future!

Robin, the staff member on-site was fantastic, super knowledgeable, approachable and friendly which was great for us as non-regular sauna users! She was really on-top of keeping the saunas, plunge barrels and showers clean and at the right temps!

The box sauna itself was really enjoyable, clean, spacious and at a consistent temp. The view is the best I’ve seen from a Dublin sauna! The showers and plunge barrels are well located, and although they can be busy we didn’t ever have to queue for more than 2 minutes for either.

The beach is a 3/4 minute walk away and is a lovely swim spot. There are a good few steps down and *lots* of seaweed on the shoreline but still, a fantastic place to go in between sauna sessions!

Lovely chill place to spend a Saturday morning/ afternoon and we will absolutely be back! || I had a wonderful experience at the sauna.
The staff were really friendly, especially Robin she was exceptionally kind and helpful. The atmosphere was relaxing. I can definitely recommend this place. || Fantastic place, really relaxing. Amazing views from the sauna. Owners keep them very clean and are super helpful, highly recommended.",2026-02-14T09:41:45.185819
Seawater Saunas,ChIJUcznI5GpZ0gRV_XFwYvknHQ,"Strand Rd, Bray, Co. Wicklow, A98 N8N3, Ireland",Wicklow,Carlow,Dedicated Sauna,53.2035437,-6.0981467,https://www.seawatersaunas.ie/,083 460 9887,4.8,69.0,ATCDNfXZY0mOyUd3_THFqJNEsJ2HVuIMIV8stbLgwzOgmjIXsfw5Zdln7fUTKtILUQM_OPbSSzOVzRsDuYk-ez8qcH_C-bShp-GJ3_MfcE1wCrRnYI8V58VOAx_Mub3aq2mx45vbI25PTeXTJKiZh9n5JRi3Sw1nNmS2tpyIAFCrBF2iG_6TpAZ3GUTXuVKL5WpjBSdGTlh4DdlF3iQUfeiPnuOMFfwiqEEc1tNyeVnx3Rr7KNwwuuk3CvXDneBPeCaNpx_idiF2WtZYxXVnSfJE5CCmXgxkf0izEqHKheVOLpYkSQ,Wood,True,False,False,OPERATIONAL,"establishment, point_of_interest, spa",,"I live nearby so I thought I’d stop in to catch the sunrise in a sauna before working from home. And oh my gosh am I happy I did!! The place itself is beautiful and spotless clean. Catching the sunrise over the sea while warming up was such a peaceful way to start the day. Everything felt calm, clean, and thoughtfully set up. I’ll definitely be back in the very near future!! What a great way to start the day. || This place is Magic.

We had an amazing morning in Seawater saunas Bray. This place is such a gem. We are visiting Ireland for a week and my in-laws organised this as a special treat. And what a treat it was. The place is spotless, 3 saunas with unbeatable vieuws(we were there for sunrise), lots of icebaths and a jacuzzi.

We have been to a lot of saunas but this one is by far the most luxureous one. More like a spa experience! Incredible value for money. || A charmingly peaceful place, with absolute discretion. Every sauna is unique and has a sea view. It is clean and has sufficient infrastructure. After the fantastic experience, you can immediately sit down next door for a good coffee or a pleasant lunch. I recommend the unforgettable experience for couples—contemplating the sea from the wooden hot tub is a must for everyone. || Absolutely stunning views and great vibes but unfortunately it just doesn’t always feel clean. I’ve been here a couple of times and it’s been hit and miss. The last time I was here I couldn’t see my hands in the hot tub because it was so foggy. The place felt like it needed a good clean and power hose …. Won’t be returning.

There are many other saunas I would visit before here 🫠 || What a great place! Such a great vibe, 3 types of sauna (brilliant to have a quiet sauna as well) and the view is stunning! The cold plunges could be colder for my taste but it's probably due to the heatwave.",2026-02-14T09:41:45.622765
Sallynoggin Saunas & Ice Baths,ChIJxzMqHOMHZ0gRCGEQitY1VvU,"Peterson House, Pearse St, Sallynoggin, Dublin, A96 PX22, Ireland",Dublin,Dublin,Leisure & Fitness,53.2769016,-6.1393168,https://sallynogginsaunas.ie/,(01) 513 1142,4.8,42.0,ATCDNfWmjDwBuyuIw33zBOm7_k5BlgoIqJ19zXt20Xrq1xKXtd5MsWqlv9AC2YARSP9_2l54OGh-OBrj9d5s4q_C0BI2hrdIv6kpALswRyFVBL23bCyFxJPM3Nt_N8xW4feu-HvGjmhjiCd7vtkBr21yECzStuAApkMGfVQsKd-hYf85yzZrzfdyDB2kFAKzV6VDIczb4A96gCRVT7gzzjTdX5ltCE2OFabsSFYfzL5JlEGFO9wwvYLRLGVGJvVwmlrjmE8Zpy2vOLLEBuRBxASamYUOzHVaDL5NQHiER4iQGBnGlw,Wood,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"⭐️⭐️⭐️⭐️⭐️
Absolutely amazing experience! The sauna and ice bath session was exactly what I needed — relaxing, energizing, and incredibly refreshing. The contrast between the heat and the cold was perfect and left me feeling both calm and recharged. The space is clean, well designed, and has such a great vibe. The staff were friendly, welcoming, and made the whole experience even better.

I walked out feeling lighter, clearer in my head, and with my body totally renewed. I honestly loved every minute of it and can’t wait to come back. Highly recommend this place to anyone looking for a unique and revitalizing wellness experience! || I would love to give this place a 5 star but I cant.
It really is a little oasis and they have set it up wonderfully, and it looks great in every aspect BUT they need to work on the temperatures of their sauna's. The two wood fired saunas were over 120 degrees when i went in, and you could barely breathe. So then I tried the electric ones, and one was only 40 degrees, and the other was a perfect 80 degrees but when I tried to sit down the wood was so hot it burnt me. I dont know why, I think they may have used the wrong wood in this sauna? Because ive never experienced that before, and ive been to a lot of saunas. I even tried with my towel, but wherever I touched the wood it was like seriously burning so I couldn't relax. I told the staff but they didnt seem to care, and just offered me a towel. Which made me wonder why I'd been using my towel and hadn't been offered one from the start if they had towels for customers.
I ended up going back to the wood fired one, leaving the door open till the temperature came back down below 100 and this was quite nice, but overall not the relaxing experience you want from a sauna.
The place looks fantastic and the ice baths are an awesome touch, and by all accounts the place should have been packed, yet there were maybe 2 other people here, which begs the question why?
Also in the whole hour or longer I was in the sauna (which started out at over 120 degrees) the staff did not check or do a single round to see if people were ok? There were two of them just sitting there chatting and I think maybe their time would have been spent better checking on the saunas and ensuring the temperatures were kept within a certain range.
The idea is great, the place itself is great and you've almost got an amazing experience, but temperature is so important in a sauna, and you need to work on yours a bit. If you fix that, you'll have a wonderful place ✨️
Also do not like the plastic water bottles. If you're going to operate a sauna a water bottle refill station is a non negotiable! || So pleased to have this gem of a spot so local to us. Impressive set-up of an array of wood-fired and electric sauna options, different temp. cold plunges and crucially proper shower facilities for after. 10/10. Love visiting Sallynoggin Saunas! || The experience is incredible. If you’re thinking about coming, just come it’s absolutely worth it. Everything was very well explained by our Brazilian friend Ivan. Top-level customer service. || Really fantastic sauna,And Ivan looking after the place is a real Gent.",2026-02-14T09:42:49.817855
Sabhna Saunas Keel Beach,ChIJnQt9p0SZWUgRs8wvZ5SVllo,"Beach, Keel, Co. Mayo, Ireland",Keel,Galway,Leisure & Fitness,53.9729483,-10.0767566,http://www.sabhna.ie/,,4.8,42.0,ATCDNfWpmxKjW949c7Lv9cotLIy-nrg0j3EC1UhecVE-aaMG0Bu75YNlayLqOoeF6bzsDQ9Wjnpr1inaUUcYAjGmAkfnSl_O6Lvj-RYGRgyR8Ue2PTBNNehVelklhuW16QvTKHY3XjTw_VsKCp8Q5TYZv79Ekn8-hsXkqY7f0hLghPyiKoMWtq8n8D1UYrtgmOPjWOOq8hmmBua3DOAlQA2OXYdOtdeJEFYtoPh9kcdaf0EMeGYkaWQYqU-w-nXM9gkOimXF018OITBdaThCawEkyXiLAeKJr1Xn6YRYU81AiiChNA,,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"We had an amazing time in the saunas this week, special thanks to Paul and his team for helping to organise such an unforgettable experience. We tried the saunas in both Keel and Keem, and neither disappointed. The temperature was spot on, nicely hot and toasty. I use saunas regularly, and I can say with confidence that these are some of the best.

Nothing compares to stepping out into the Atlantic afterwards. While the ocean may not be as icy as some cold plunges depending on the season, its definitely cold enough and the combination of salt water and the benefit of grounding more than makes up for it.

I’ve visited Achill many times, and never leave without a session at Sabhna Saunas, highly recommend. || A must do when on the island. Paul and his team are wonderful. Perfect sauna and a short walk down to the beach alternating between heat and cold (contrast therapy). Best sauna I’ve used and I’ve used a fair few! || This was the best sauna experience I’ve had in my life!
Amazing view from the hot sauna and then cooling off in the ocean is as incredible as it sounds. Highly recommend!:)
Also met the owner, super nice guy - thanks again 😊 || Paul was amazing, the saunas were toasty, a short run to the sea. Felt magnificent after.
We arrived late and were accommodated so well.
Would love to come back. || A fantastic experience, right in the sand dunes at Keel beach. The sauna is great and the views across the bay priceless! Thanks Paul, great to meet you too!",2026-02-14T09:43:30.540534
Sauna Sessions,ChIJaZKX9E5zXUgRiPTTNNyT-HQ,"Timahoe Road, Stradbally, Co. Laois, Ireland",Stradbally,Carlow,Leisure & Fitness,53.0127494,-7.150887699999999,https://www.saunasessions.ie/,085 147 7737,4.8,35.0,ATCDNfVd87bt4PW-05dAHfP3lRvC5h19R4vh1kZ8P9Z5XU16Ep-PTURFx2UO_sGpPzaIHzwmt54J5ts_Wh6mNYJgIaooBwjKiNq08lHLhHmYAVuuEFX-1HSC4L7in1P_57c5eAM0st0K2U4AXM43ptAmLdiRbxfQJZX9lDv85UMqgQyspyiHsXmImPxeOgb7b7aH03fM2Br1XT2ygJC4P0jLL60Lkyuw7iObuRZoU2Dblj7bAvkT6opeggGzPa3KtMtAOLnTEOQN9qAjq-7gSEujZNxRGZmf9dFLl3pr9pfVItW29w,Wood,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"I have visited a couple of times and want to share my overall opinion after several visits.

They have two saunas - one is a good bit hotter than the other. So you have options to choose from. This can lead to the hotter one being fuller though.

The river being used as the cold plunge is excellent and obviously will never get full - this is a highlight and adds to the uniqueness of this place

Toilets have been added at the back - this is a welcomed addition.

The shared changing rooms are on the smaller side and fill up rather quickly - staggered welcome times might assist with this.

A hot tub was roasting and really enjoyable - a proper treat after the cold plunge on a winters day

They have plenty of seating around a fire pit, cold showers and drop buckets also

A great sauna that I’ll visit again || This is a genuine review.

Really nice setup - cold shower, buckets, swimming area, and a lovely Finnish style sauna 🔥 The only things that let it down is that the toilet is located about 100m away, is locked, and a member of staff has to take you there. The parking situation isn’t great either as there isn’t enough of it, and the carpark is very muddy. However the sauna itself is top notch 👌

Edit: 30/09 after my second visit. Great value at €15 for an hour, and the recent addition of the wood fired hot tub is very nice! The sauna is also very clean. I'd give 4.5 stars if I could - all that's missing is a toilet, because you know, nature calls.

Edit: 23/12, Really nice experience visiting after dark when it's all lit up ✨️ and the fire is going 🔥 Plenty of parking now too, albeit a bit muddy at this time of year. || I had an amazing experience at the sauna sessions nestled deep in the forest. The place is incredibly peaceful and quiet  the only sounds come from the gentle rustling of the trees and the nearby waterfall. The natural surroundings create the perfect atmosphere for relaxation and mindfulness. The sauna itself was cozy, clean, and beautifully designed to blend with nature. The staff are amazing. || A True Return to Nature
I’ve tried many saunas, but nothing compares to the Sauna Sessions at Stradbally experience. The commitment to sustainability isn't just a marketing gimmick—it’s woven into the entire design. Being out in the fresh air, surrounded by the peaceful Stradbally countryside, instantly drops your stress levels before you even step inside. The heat is deep, clean, and perfectly managed by the sauna experts. I want to express my heartfelt gratitude to Marius for his professionalism and genuine care for the guests. His dedication to making sure we are well taken care of truly makes a difference. You can tell this isn't just a barrel plopped down; this is a meticulously designed space for healing and relaxation. For anyone who cherishes nature and wants a truly conscious wellness experience, this is the only place to go. I felt renewed, recharged, and immediately booked my next session. You will absolutely keep coming back after your first try. || One of the best sauna experiences I've had. The setting is just incredible and the views from the sauna and the hot tub just spectacular. The layout and the whole feel of the place is very special.  I'll definitely be going back 🙏",2026-02-14T09:41:46.026283
Fad Saoil Saunas Clontarf,ChIJ-yUoKgAPZ0gRSKuiMf9KTIU,"Castle Ave, Clontarf East, Dublin, Ireland",Clontarf East,Dublin,Leisure & Fitness,53.3674189,-6.2062035,http://www.fadsaoilsaunas.com/,,4.8,33.0,ATCDNfUK9GdsvnjJF5rQXj_-ZI_lsMGsSMT8TZAL1lZHR4b1kVPt6x9xb2QMlOURjSlBk4a27LxahpSScZf9rbhuTCFBOKr4GQWSdqwPKypWhDcYJiZ2onLBYWeucAnZrY7etamfy_dEbp1lX0lRMz4j9wV7DTcuwXadcqHfnktIqTKUKjkBgG4Ez-28qLb_TVijkfc1NR78LyH7wiIIwkP3QpYdE8YUR5mncqrK6DO691xu-ili-6zXdwIOxFHLXiQOF3EmR0S324SLRCo5aooXLhuKCslBwJlnRLfamtVflymk4w,,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Perfect Relaxation Spot
Absolutely loved my visit! The saunas were clean and perfectly heated. The staff were friendly and made me feel welcome from the start. I left feeling totally refreshed and will definitely be coming back! || Kept really hot which is good. Single person inflatable ice baths x 2, nice and cold, about 5 degrees. Cold showers too. Emmet and other staff are very friendly. Easy to book; several package options.  Free car parking in the rugby/cricket club, except before 8pm on Fridays in summertime. || Spent a highly enjoyable morning here with a few friends in Fad Saoil Clontarf. The sauna was amazing and stayed extremely hot even with people coming and going. The ice baths were freezing and set me up energised for the day. The loyll was also a nice touch in the sauna. 🙌 || Nice spot and very nice staff, although equipments could be better.
Also, no way to reach the business. I sent multiple emails to ask about lost items left with no response to date. I am glad I didn't forget my passport and had to fly. || The best Sauna I’ve been to in north Dublin and so hot. The ice baths are so clean. All the staff are lovely a lad called Emmet really helped us out would defo recommend!!",2026-02-14T09:42:53.998695
Sauna Suaimhneas,ChIJ11mKYNubREgRAbsGg1iBfFk,"Unnamed Rd, Co, Fintra More, Co. Clare, Ireland",Fintra More,Clare,Leisure & Fitness,52.8685942,-9.427909999999999,,087 635 1100,4.8,15.0,ATCDNfVIMyeHJ0_Lj4-e7esH5QV2g1-Hhhmif4ZLLFWqjKaHPx5ZhNn9Q4LfLUGxy8TGUUOgZffWCUEYxX5DHV_kWzK_vkvtYPb7hP2fnv8Gt51y4Sk9lawVV6vxEF0HHqW_nC5IGrssD9Svh_vU06FcH3jZRgghS-AjJtA-xI_SGpoSJ7vcv-MW1sEpIyA5rnBY-J_ycGDSFFRHAu_ln11hFJ6y99mnGtejuF_cBRGIxbprYZhLKFXZY2aEeFqCS3fOCMZ3bG8KK5JsuSITm7Kr2L23TGcW9Xg8jPsu3mfbTz1N39emSP173EepCwrUoST8BpisN4WNB9Onl6xP0ZaseQdX93TAAsdqNW4zLYgkG2HDcVttUSJ8sTDyVOdHzUSDRMWSfsfTEtVl1gwO5NMqwFM0lfjurar5zGMFeOkF3wlpsEN-,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Fab spot for the run club, Niamh was absolutely lovely and it made for a relaxing morning. Really casual and welcoming, would recommend to anyone thinking of trying a sauna! || Great sauna experience beside a lovely safe swimming spot. Friendly staff especially Ash. Highly recommend if you're in the area! || Fab sauna. Just finished up and possibly the sauna I’ve tried in a long time: plenty big & plenty hot (nothing more disappointing than a tepid sauna). Nice & clean inside too. Was parked at Whitestrand the day we went which is also a fab spot - sea nice & calm perfect for the cold dip. Will def be back again soon 🔥❄️🌊 || Wonderful staff and spot, you could even see Dusty the dolphin from the sauna! 🐬💙 || Beautiful location & excellent sauna! We loved it and would highly recommend",2026-02-14T09:42:11.601873
